Rank,Name,Symbol,MainLink,HistoricalLink,Git_hub,Tags
140,Golem,GLM,https://coinmarketcap.com/currencies/golem-network-tokens/,https://coinmarketcap.com/currencies/golem-network-tokens/historical-data/,https://github.com/golemfactory/golem,"Platform,Distributed Computing,Payments"
141,Aragon,ANT,https://coinmarketcap.com/currencies/aragon/,https://coinmarketcap.com/currencies/aragon/historical-data/,null,"Platform,Enterprise Solutions,DAO"
142,Audius,AUDIO,https://coinmarketcap.com/currencies/audius/,https://coinmarketcap.com/currencies/audius/historical-data/,null,"Music,DAO,Coinbase Ventures Portfolio"
143,JasmyCoin,JASMY,https://coinmarketcap.com/currencies/jasmy/,https://coinmarketcap.com/currencies/jasmy/historical-data/,null,"IoT,Ethereum Ecosystem,DWF Labs Portfolio"
144,FLOKI,FLOKI,https://coinmarketcap.com/currencies/floki-inu/,https://coinmarketcap.com/currencies/floki-inu/historical-data/,https://github.com/floki-inu,"Gaming,Memes,Metaverse"
145,Threshold,T,https://coinmarketcap.com/currencies/threshold/,https://coinmarketcap.com/currencies/threshold/historical-data/,https://github.com/threshold-network,Bitcoin Ecosystem
146,ICON,ICX,https://coinmarketcap.com/currencies/icon/,https://coinmarketcap.com/currencies/icon/historical-data/,https://github.com/icon-project,"Platform,Enterprise Solutions,Interoperability"
147,Kusama,KSM,https://coinmarketcap.com/currencies/kusama/,https://coinmarketcap.com/currencies/kusama/historical-data/,https://github.com/kusamanetwork,"Substrate,Polkadot Ecosystem,CMS Holdings Portfolio"
148,Siacoin,SC,https://coinmarketcap.com/currencies/siacoin/,https://coinmarketcap.com/currencies/siacoin/historical-data/,https://github.com/SiaFoundation,"Mineable,PoW,Blake2b"
149,Worldcoin,WLD,https://coinmarketcap.com/currencies/worldcoin-org/,https://coinmarketcap.com/currencies/worldcoin-org/historical-data/,https://github.com/worldcoin,"Privacy,Zero Knowledge Proofs,Identity"
150,Solar,SXP,https://coinmarketcap.com/currencies/sxp/,https://coinmarketcap.com/currencies/sxp/historical-data/,https://github.com/Solar-network,"Medium of Exchange,DeFi,Payments"
151,Terra,LUNA,https://coinmarketcap.com/currencies/terra-luna-v2/,https://coinmarketcap.com/currencies/terra-luna-v2/historical-data/,https://github.com/terra-money/core,Alleged SEC Securities
152,Illuvium,ILV,https://coinmarketcap.com/currencies/illuvium/,https://coinmarketcap.com/currencies/illuvium/historical-data/,null,"Collectibles & NFTs,Gaming,DAO"
153,Hive,HIVE,https://coinmarketcap.com/currencies/hive-blockchain/,https://coinmarketcap.com/currencies/hive-blockchain/historical-data/,https://github.com/openhive-network/hive,"DPoS,Media,Content Creation"
154,0x Protocol,ZRX,https://coinmarketcap.com/currencies/0x/,https://coinmarketcap.com/currencies/0x/historical-data/,https://github.com/0xProject,"Platform,Decentralized Exchange (DEX) Token,DeFi"
155,EthereumPoW,ETHW,https://coinmarketcap.com/currencies/ethereum-pow/,https://coinmarketcap.com/currencies/ethereum-pow/historical-data/,https://github.com/ethereumpow,PoW
156,Ontology,ONT,https://coinmarketcap.com/currencies/ontology/,https://coinmarketcap.com/currencies/ontology/historical-data/,https://github.com/ontio,"Enterprise Solutions,Identity,Metaverse"
157,ssv.network,SSV,https://coinmarketcap.com/currencies/ssv-network/,https://coinmarketcap.com/currencies/ssv-network/historical-data/,https://github.com/bloxapp/ssv-web,null
158,Moonbeam,GLMR,https://coinmarketcap.com/currencies/moonbeam/,https://coinmarketcap.com/currencies/moonbeam/historical-data/,https://github.com/PureStake/moonbeam,"Smart Contracts,Substrate,Polkadot"
159,IOST,IOST,https://coinmarketcap.com/currencies/iostoken/,https://coinmarketcap.com/currencies/iostoken/historical-data/,null,"Hardware,IoT,Huobi Capital Portfolio"
160,Band Protocol,BAND,https://coinmarketcap.com/currencies/band-protocol/,https://coinmarketcap.com/currencies/band-protocol/historical-data/,https://github.com/bandprotocol,"Cosmos Ecosystem,DeFi,Oracles"
161,Biconomy,BICO,https://coinmarketcap.com/currencies/biconomy/,https://coinmarketcap.com/currencies/biconomy/historical-data/,https://github.com/bcnmy,"Platform,Interoperability,Coinbase Ventures Portfolio"
162,Harmony,ONE,https://coinmarketcap.com/currencies/harmony/,https://coinmarketcap.com/currencies/harmony/historical-data/,https://github.com/harmony-one,"Platform,Enterprise Solutions,Scaling"
163,WAX,WAXP,https://coinmarketcap.com/currencies/wax/,https://coinmarketcap.com/currencies/wax/historical-data/,https://github.com/worldwide-asset-exchange/,"Media,Collectibles & NFTs,Gaming"
164,SushiSwap,SUSHI,https://coinmarketcap.com/currencies/sushiswap/,https://coinmarketcap.com/currencies/sushiswap/historical-data/,https://github.com/sushiswap/sushiswap,"Collectibles & NFTs,Decentralized Exchange (DEX) Token,DeFi"
165,Axelar,AXL,https://coinmarketcap.com/currencies/axelar/,https://coinmarketcap.com/currencies/axelar/historical-data/,https://github.com/axelarnetwork,"Interoperability,Ethereum Ecosystem,Coinbase Ventures Portfolio"
166,IoTeX,IOTX,https://coinmarketcap.com/currencies/iotex/,https://coinmarketcap.com/currencies/iotex/historical-data/,https://github.com/iotexproject/iotex-core,"Platform,IoT,Hashkey Capital Portfolio"
167,MAGIC,MAGIC,https://coinmarketcap.com/currencies/magic-token/,https://coinmarketcap.com/currencies/magic-token/historical-data/,https://github.com/TreasureProject/,"Gaming,Metaverse,Arbitrum Ecosystem"
168,Merit Circle,MC,https://coinmarketcap.com/currencies/merit-circle/,https://coinmarketcap.com/currencies/merit-circle/historical-data/,null,"Gaming,Binance Launchpool,Governance"
169,TerraClassicUSD,USTC,https://coinmarketcap.com/currencies/terrausd/,https://coinmarketcap.com/currencies/terrausd/historical-data/,https://github.com/terra-project,"Cosmos Ecosystem,Stablecoin,Algorithmic Stablecoin"
170,Kadena,KDA,https://coinmarketcap.com/currencies/kadena/,https://coinmarketcap.com/currencies/kadena/historical-data/,https://github.com/kadena-io/chainweb-node,"Mineable,PoW,Blake2S"
171,UniBot,UNIBOT,https://coinmarketcap.com/currencies/unibot-eth/,https://coinmarketcap.com/currencies/unibot-eth/historical-data/,null,"Ethereum Ecosystem,Telegram Bot"
172,BORA,BORA,https://coinmarketcap.com/currencies/bora/,https://coinmarketcap.com/currencies/bora/historical-data/,null,"Marketplace,Gaming"
173,Nervos Network,CKB,https://coinmarketcap.com/currencies/nervos-network/,https://coinmarketcap.com/currencies/nervos-network/historical-data/,https://github.com/nervosnetwork/rfcs/blob/master/rfcs/0002-ckb/0002-ckb.md,"Mineable,PoW,Platform"
174,DigiByte,DGB,https://coinmarketcap.com/currencies/digibyte/,https://coinmarketcap.com/currencies/digibyte/historical-data/,https://github.com/DigiByte-Core,"Mineable,PoW,Multiple algorithms"
175,Stargate Finance,STG,https://coinmarketcap.com/currencies/stargate-finance/,https://coinmarketcap.com/currencies/stargate-finance/historical-data/,null,"Ethereum Ecosystem,Avalanche Ecosystem,Polygon Ecosystem"
176,DAO Maker,DAO,https://coinmarketcap.com/currencies/dao-maker/,https://coinmarketcap.com/currencies/dao-maker/historical-data/,https://github.com/daomaker,"DeFi,Governance,Launchpad"
177,MobileCoin,MOB,https://coinmarketcap.com/currencies/mobilecoin/,https://coinmarketcap.com/currencies/mobilecoin/historical-data/,https://github.com/mobilecoinfoundation/mobilecoin,"Privacy,Payments,Arrington XRP Capital Portfolio"
178,Ribbon Finance,RBN,https://coinmarketcap.com/currencies/ribbon-finance/,https://coinmarketcap.com/currencies/ribbon-finance/historical-data/,https://github.com/ribbon-finance,"Derivatives,Coinbase Ventures Portfolio,Real World Assets"
179,Core,CORE,https://coinmarketcap.com/currencies/core-dao/,https://coinmarketcap.com/currencies/core-dao/historical-data/,null,null
180,SKALE,SKL,https://coinmarketcap.com/currencies/skale-network/,https://coinmarketcap.com/currencies/skale-network/historical-data/,https://github.com/skalenetwork,"Platform,Scaling,Smart Contracts"
181,Flux,FLUX,https://coinmarketcap.com/currencies/zel/,https://coinmarketcap.com/currencies/zel/historical-data/,https://github.com/runonflux,"Mineable,PoW,Distributed Computing"
182,UMA,UMA,https://coinmarketcap.com/currencies/uma/,https://coinmarketcap.com/currencies/uma/historical-data/,https://github.com/UMAprotocol/whitepaper,"DeFi,Derivatives,Oracles"
183,Horizen,ZEN,https://coinmarketcap.com/currencies/horizen/,https://coinmarketcap.com/currencies/horizen/historical-data/,https://github.com/HorizenOfficial,"Mineable,PoW,Medium of Exchange"
184,Galxe,GAL,https://coinmarketcap.com/currencies/galxe/,https://coinmarketcap.com/currencies/galxe/historical-data/,null,"Binance Launchpool,MVB,Spartan Group"
185,Reserve Rights,RSR,https://coinmarketcap.com/currencies/reserve-rights/,https://coinmarketcap.com/currencies/reserve-rights/historical-data/,https://github.com/reserve-protocol,"Store Of Value,DeFi,Coinbase Ventures Portfolio"
186,TomoChain,TOMO,https://coinmarketcap.com/currencies/tomochain/,https://coinmarketcap.com/currencies/tomochain/historical-data/,https://github.com/tomochain/,"Platform,Alameda Research Portfolio,Injective Ecosystem"
187,Everscale,EVER,https://coinmarketcap.com/currencies/everscale/,https://coinmarketcap.com/currencies/everscale/historical-data/,https://github.com/tonlabs/ever-sdk,Everscale Ecosystem
188,STP,STPT,https://coinmarketcap.com/currencies/standard-tokenization-protocol/,https://coinmarketcap.com/currencies/standard-tokenization-protocol/historical-data/,null,"DeFi,Payments"
189,Lisk,LSK,https://coinmarketcap.com/currencies/lisk/,https://coinmarketcap.com/currencies/lisk/historical-data/,https://github.com/LiskHQ/lisk-sdk,"DPoS,Platform,Enterprise Solutions"
190,Nano,XNO,https://coinmarketcap.com/currencies/nano/,https://coinmarketcap.com/currencies/nano/historical-data/,https://github.com/nanocurrency,"DAG,Blake2b,Medium of Exchange"
191,Storj,STORJ,https://coinmarketcap.com/currencies/storj/,https://coinmarketcap.com/currencies/storj/historical-data/,https://github.com/storj/storj,"Platform,Distributed Computing,Filesharing"
192,Alchemy Pay,ACH,https://coinmarketcap.com/currencies/alchemy-pay/,https://coinmarketcap.com/currencies/alchemy-pay/historical-data/,https://github.com/Alchemy-GPS,DWF Labs Portfolio
193,Kyber Network Crystal v2,KNC,https://coinmarketcap.com/currencies/kyber-network-crystal-v2/,https://coinmarketcap.com/currencies/kyber-network-crystal-v2/historical-data/,https://github.com/kybernetwork,"Marketplace,Decentralized Exchange (DEX) Token,DeFi"
194,Cartesi,CTSI,https://coinmarketcap.com/currencies/cartesi/,https://coinmarketcap.com/currencies/cartesi/historical-data/,https://github.com/cartesi,"PoS,Platform,Cosmos Ecosystem"
195,Celer Network,CELR,https://coinmarketcap.com/currencies/celer-network/,https://coinmarketcap.com/currencies/celer-network/historical-data/,https://github.com/celer-network,"Platform,Enterprise Solutions,Zero Knowledge Proofs"
196,PlayDapp,PLA,https://coinmarketcap.com/currencies/playdapp/,https://coinmarketcap.com/currencies/playdapp/historical-data/,https://github.com/playdapp,"Gaming,Ethereum Ecosystem,Metaverse"
197,Pundi X (New),PUNDIX,https://coinmarketcap.com/currencies/pundix-new/,https://coinmarketcap.com/currencies/pundix-new/historical-data/,null,null
198,Vulcan Forged PYR,PYR,https://coinmarketcap.com/currencies/vulcan-forged-pyr/,https://coinmarketcap.com/currencies/vulcan-forged-pyr/historical-data/,null,"Collectibles & NFTs,Gaming,Entertainment"
199,Status,SNT,https://coinmarketcap.com/currencies/status/,https://coinmarketcap.com/currencies/status/historical-data/,https://github.com/status-im,"Media,Content Creation,Privacy"
200,Amp,AMP,https://coinmarketcap.com/currencies/amp/,https://coinmarketcap.com/currencies/amp/historical-data/,https://github.com/amptoken,"SEC Security Token,Alleged SEC Securities"
